Date,Day Number,Project Number,Counter Number,Location,Direction,Time,AM or PM,Value 01,Value 02
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,07:15,AM,0,471
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,07:30,AM,0,446
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:00,PM,0,459
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:15,PM,0,479
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:30,PM,0,519
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:45,PM,0,467
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,15:00,PM,0,546
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,15:15,PM,0,498
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,15:30,PM,0,513
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,15:45,PM,0,555
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,06:45,AM,0,461
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,07:00,AM,0,445
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,07:15,AM,0,516
Thursday,2,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,07:30,AM,0,486
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,14:00,PM,0,179
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,14:15,PM,0,211
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,14:30,PM,0,189
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,14:45,PM,0,202
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,16:15,PM,0,252
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,16:30,PM,0,264
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,16:45,PM,0,234
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,17:00,PM,0,262
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,06:15,AM,0,156
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,06:30,AM,0,168
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,06:45,AM,0,176
Wednesday,16:15,1,12203-01,43,600,EAST-WEST,07:00,AM,0,159
Thursday,2,12203-01,43,600,EAST-WEST,14:00,PM,0,204
Thursday,2,12203-01,43,600,EAST-WEST,14:15,PM,0,199
Thursday,2,12203-01,43,600,EAST-WEST,14:30,PM,0,204
Thursday,2,12203-01,43,600,EAST-WEST,14:45,PM,0,201
Thursday,2,12203-01,43,600,EAST-WEST,16:30,PM,0,251
Thursday,2,12203-01,43,600,EAST-WEST,16:45,PM,0,236
Thursday,2,12203-01,43,600,EAST-WEST,17:00,PM,0,255
Thursday,2,12203-01,43,600,EAST-WEST,17:15,PM,0,281
Thursday,2,12203-01,43,600,EAST-WEST,06:15,AM,0,163
Thursday,2,12203-01,43,600,EAST-WEST,06:30,AM,0,187
Thursday,2,12203-01,43,600,EAST-WEST,06:45,AM,0,171
Thursday,2,12203-01,43,600,EAST-WEST,07:00,AM,0,158
50,1,12203-01,46,250,EAST-WEST,13:45,PM,0,48
50,1,12203-01,46,250,EAST-WEST,14:00,PM,0,43
50,1,12203-01,46,250,EAST-WEST,14:15,PM,0,42
50,1,12203-01,46,250,EAST-WEST,14:30,PM,0,51
50,1,12203-01,46,250,EAST-WEST,16:15,PM,0,61
50,1,12203-01,46,250,EAST-WEST,16:30,PM,0,43
50,1,12203-01,46,250,EAST-WEST,16:45,PM,0,91
50,1,12203-01,46,250,EAST-WEST,17:00,PM,0,135
50,1,12203-01,46,250,EAST-WEST,06:15,AM,0,110
50,1,12203-01,46,250,EAST-WEST,06:30,AM,0,120
50,1,12203-01,46,250,EAST-WEST,06:45,AM,0,124
50,1,12203-01,46,250,EAST-WEST,07:00,AM,0,103
50,2,12203-01,46,200,EAST-WEST,13:15,PM,0,62
50,2,12203-01,46,200,EAST-WEST,13:30,PM,0,47
50,2,12203-01,46,200,EAST-WEST,13:45,PM,0,43
50,2,12203-01,46,200,EAST-WEST,14:00,PM,0,42
50,2,12203-01,46,200,EAST-WEST,15:45,PM,0,49
50,2,12203-01,46,200,EAST-WEST,16:00,PM,0,54
50,2,12203-01,46,200,EAST-WEST,16:15,PM,0,52
50,2,12203-01,46,200,EAST-WEST,16:30,PM,0,54
50,2,12203-01,46,200,EAST-WEST,06:30,AM,0,120
50,2,12203-01,46,200,EAST-WEST,06:45,AM,0,139
50,2,12203-01,46,200,EAST-WEST,07:00,AM,0,127
50,2,12203-01,46,200,EAST-WEST,07:15,AM,0,102
200,1,12203-01,47,800,EAST-WEST,14:00,PM,0,203
200,1,12203-01,47,800,EAST-WEST,14:15,PM,0,206
200,1,12203-01,47,800,EAST-WEST,14:30,PM,0,232
200,1,12203-01,47,800,EAST-WEST,14:45,PM,0,216
200,1,12203-01,47,800,EAST-WEST,16:45,PM,0,361
200,1,12203-01,47,800,EAST-WEST,17:00,PM,0,405
200,1,12203-01,47,800,EAST-WEST,17:15,PM,0,384
200,1,12203-01,47,800,EAST-WEST,17:30,PM,0,321
200,1,12203-01,47,800,EAST-WEST,07:15,AM,0,191
200,1,12203-01,47,800,EAST-WEST,07:30,AM,0,194
200,1,12203-01,47,800,EAST-WEST,07:45,AM,0,211
200,1,12203-01,47,800,EAST-WEST,08:00,AM,0,206
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:00,PM,0,185
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:15,PM,0,217
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:30,PM,0,224
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:45,PM,0,256
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,16:45,PM,0,350
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:00,PM,0,327
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:15,PM,0,336
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:30,PM,0,326
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:15,AM,0,187
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:30,AM,0,185
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:45,AM,0,208
200,2,12203-01,47,NO MATCH FOUND FOR: 'Location',EAST-WEST,08:00,AM,0,188
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:00,PM,227,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:15,PM,219,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:30,PM,241,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:45,PM,238,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,15:00,PM,251,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,15:15,PM,263,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,15:30,PM,262,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,15:45,PM,272,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:00,AM,472,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:15,AM,506,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:30,AM,496,0
Wednesday,1,12203-01,48,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:45,AM,443,0
200,2,12203-01,48,1000,EAST-WEST,14:00,PM,227,0
200,2,12203-01,48,1000,EAST-WEST,14:15,PM,241,0
200,2,12203-01,48,1000,EAST-WEST,14:30,PM,239,0
200,2,12203-01,48,1000,EAST-WEST,14:45,PM,215,0
200,2,12203-01,48,1000,EAST-WEST,17:30,PM,280,0
200,2,12203-01,48,1000,EAST-WEST,17:45,PM,271,0
200,2,12203-01,48,1000,EAST-WEST,18:00,PM,279,0
200,2,12203-01,48,1000,EAST-WEST,18:15,PM,247,0
200,2,12203-01,48,1000,EAST-WEST,07:00,AM,456,0
200,2,12203-01,48,1000,EAST-WEST,07:15,AM,459,0
200,2,12203-01,48,1000,EAST-WEST,07:30,AM,500,0
200,2,12203-01,48,1000,EAST-WEST,07:45,AM,441,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,14:00,PM,175,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,14:15,PM,212,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,14:30,PM,201,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,14:45,PM,200,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,16:30,PM,261,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,16:45,PM,295,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,17:00,PM,354,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,17:15,PM,308,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,10:00,AM,129,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,10:15,AM,142,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,10:30,AM,139,0
Wednesday,16:30,1,12203-01,49,600,NORTH-SOUTH,10:45,AM,146,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,12:00,PM,182,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,12:15,PM,193,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,12:30,PM,199,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,16:15,PM,260,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,16:30,PM,260,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,16:45,PM,305,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,17:00,PM,283,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,10:00,AM,126,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,10:15,AM,140,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,10:30,AM,150,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,10:45,AM,166,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,49,600,NORTH-SOUTH,11:45,AM,191,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,14:00,PM,113,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,14:15,PM,107,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,14:30,PM,126,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,14:45,PM,129,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,15:15,PM,132,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,15:30,PM,130,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,15:45,PM,143,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,16:00,PM,121,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,07:00,AM,168,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,07:15,AM,141,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,07:30,AM,167,0
100,15:15,1,12203-01,50,IH 410 On ramp EBFR US,None,07:45,AM,146,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,13:45,PM,110,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,14:00,PM,93,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,14:15,PM,129,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,14:30,PM,134,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,15:30,PM,141,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,15:45,PM,114,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,16:00,PM,152,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,16:15,PM,118,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,06:45,AM,145,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,07:00,AM,149,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,07:15,AM,142,0
Thursday,NO MATCH FOUND FOR: 'DayNum',12203-01,50,300,None,07:30,AM,143,0
100,1,12203-01,51,400,NORTH-SOUTH,14:00,PM,147,0
100,1,12203-01,51,400,NORTH-SOUTH,14:15,PM,133,0
100,1,12203-01,51,400,NORTH-SOUTH,14:30,PM,146,0
100,1,12203-01,51,400,NORTH-SOUTH,14:45,PM,157,0
100,1,12203-01,51,400,NORTH-SOUTH,16:45,PM,199,0
100,1,12203-01,51,400,NORTH-SOUTH,17:00,PM,187,0
100,1,12203-01,51,400,NORTH-SOUTH,17:15,PM,199,0
100,1,12203-01,51,400,NORTH-SOUTH,17:30,PM,205,0
100,1,12203-01,51,400,NORTH-SOUTH,07:15,AM,169,0
100,1,12203-01,51,400,NORTH-SOUTH,07:30,AM,156,0
100,1,12203-01,51,400,NORTH-SOUTH,07:45,AM,160,0
100,1,12203-01,51,400,NORTH-SOUTH,08:00,AM,136,0
100,2,12203-01,51,400,NORTH-SOUTH,14:00,PM,127,0
100,2,12203-01,51,400,NORTH-SOUTH,14:15,PM,139,0
100,2,12203-01,51,400,NORTH-SOUTH,14:30,PM,144,0
100,2,12203-01,51,400,NORTH-SOUTH,14:45,PM,166,0
100,2,12203-01,51,400,NORTH-SOUTH,16:45,PM,206,0
100,2,12203-01,51,400,NORTH-SOUTH,17:00,PM,212,0
100,2,12203-01,51,400,NORTH-SOUTH,17:15,PM,216,0
100,2,12203-01,51,400,NORTH-SOUTH,17:30,PM,212,0
100,2,12203-01,51,400,NORTH-SOUTH,07:15,AM,165,0
100,2,12203-01,51,400,NORTH-SOUTH,07:30,AM,167,0
100,2,12203-01,51,400,NORTH-SOUTH,07:45,AM,180,0
100,2,12203-01,51,400,NORTH-SOUTH,08:00,AM,150,0
Wednesday,1,12203-01,52,600,NORTH-SOUTH,12:30,PM,0,209
Wednesday,1,12203-01,52,600,NORTH-SOUTH,12:45,PM,0,225
Wednesday,1,12203-01,52,600,NORTH-SOUTH,13:00,PM,0,201
Wednesday,1,12203-01,52,600,NORTH-SOUTH,13:15,PM,0,215
Wednesday,1,12203-01,52,600,NORTH-SOUTH,17:00,PM,0,229
Wednesday,1,12203-01,52,600,NORTH-SOUTH,17:15,PM,0,225
Wednesday,1,12203-01,52,600,NORTH-SOUTH,17:30,PM,0,229
Wednesday,1,12203-01,52,600,NORTH-SOUTH,17:45,PM,0,218
Wednesday,1,12203-01,52,600,NORTH-SOUTH,07:00,AM,0,262
Wednesday,1,12203-01,52,600,NORTH-SOUTH,07:15,AM,0,289
Wednesday,1,12203-01,52,600,NORTH-SOUTH,07:30,AM,0,298
Wednesday,1,12203-01,52,600,NORTH-SOUTH,07:45,AM,0,280
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,12:45,PM,0,237
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,13:00,PM,0,193
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,13:15,PM,0,185
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,13:30,PM,0,230
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,17:30,PM,0,246
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,17:45,PM,0,243
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,18:00,PM,0,230
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,18:15,PM,0,198
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,07:15,AM,0,309
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,07:30,AM,0,306
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,07:45,AM,0,298
200,2,12203-01,52,on ramp EBFR US 90 W of,NORTH-SOUTH,08:00,AM,0,290
